Geneid,PC3_Normoxia_S2,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2
ENSG00000306145,3,4,0,1,0,0,7,1
ENSG00000306146,0,0,0,0,0,0,0,0
ENSG00000306147,0,0,0,0,0,0,0,0
ENSG00000306148,0,0,0,0,0,0,0,0
ENSG00000306149,0,0,0,0,0,0,0,0
ENSG00000306150,0,0,0,0,0,0,0,0
ENSG00000306151,0,0,0,0,0,0,0,0
ENSG00000306152,0,0,0,0,0,0,0,0
ENSG00000306153,0,0,2,0,2,2,0,0
ENSG00000306154,0,0,2,1,2,7,0,0
ENSG00000306155,6,2,0,0,0,0,5,2
ENSG00000306156,0,0,0,0,0,0,0,0
ENSG00000306157,0,0,0,0,0,0,0,0
ENSG00000306158,0,0,0,0,0,0,0,0
ENSG00000306159,0,0,0,0,0,0,0,0
ENSG00000306160,0,0,0,0,0,0,0,0
ENSG00000306161,0,0,0,0,0,0,1,0
ENSG00000306162,1,1,3,2,7,1,1,0
ENSG00000306163,0,0,4,13,7,10,0,0
ENSG00000306164,0,0,0,0,0,0,0,0
ENSG00000306165,0,0,0,0,4,0,0,0
ENSG00000306166,0,0,0,0,0,0,0,0
ENSG00000306167,4,1,1,0,0,0,2,1
ENSG00000306168,0,0,0,0,0,0,0,0
ENSG00000306169,0,0,0,0,0,0,0,0
ENSG00000306170,0,0,0,0,0,0,0,0
ENSG00000306171,0,0,0,0,0,0,1,0
ENSG00000306172,16,4,0,0,0,0,11,2
ENSG00000306173,1,3,5,1,2,3,1,0
ENSG00000306174,0,0,0,0,0,0,0,0
ENSG00000306175,0,0,0,0,0,0,0,0
ENSG00000306176,1,1,1,1,0,0,5,0
ENSG00000306177,0,0,0,0,0,0,0,0
ENSG00000306178,0,0,0,0,0,0,0,0
ENSG00000306179,2,0,0,0,0,0,2,1
ENSG00000306180,0,0,0,0,1,0,0,0
ENSG00000306181,8,3,11,3,8,4,3,0
ENSG00000306182,0,0,0,0,1,0,0,0
ENSG00000306183,11,0,0,0,1,2,11,2
ENSG00000306184,0,0,0,0,0,0,0,0
ENSG00000306185,0,0,0,0,0,0,0,0
ENSG00000306186,0,0,0,0,0,0,2,0
ENSG00000306187,1,0,0,0,0,0,1,0
ENSG00000306188,0,0,0,0,1,1,0,0
ENSG00000306189,1,0,0,0,2,1,0,0
ENSG00000306190,2,0,0,0,0,0,1,0
ENSG00000306191,0,0,2,4,12,2,0,0
ENSG00000306192,10,3,0,1,0,0,14,7
ENSG00000306193,0,0,0,0,0,0,0,0
ENSG00000306194,0,0,0,0,1,0,0,0
ENSG00000306195,0,0,0,0,0,0,0,0
ENSG00000306196,4,2,1,1,5,1,8,4
ENSG00000306197,0,0,0,0,1,0,0,0
ENSG00000306198,0,1,0,2,0,0,0,0
ENSG00000306199,5,4,4,4,3,1,4,0
ENSG00000306200,0,0,0,0,0,0,0,0
ENSG00000306201,0,0,0,0,0,0,0,0
ENSG00000306202,0,1,16,10,6,21,1,1
ENSG00000306203,0,0,1,0,0,0,1,0
ENSG00000306204,0,0,0,0,0,0,0,0
ENSG00000306205,3,0,3,2,11,4,6,5
ENSG00000306206,2,1,2,1,0,2,6,1
ENSG00000306207,18,2,14,6,7,10,9,3
ENSG00000306208,0,0,0,0,0,0,0,0
ENSG00000306209,0,0,0,0,0,0,0,0
ENSG00000306210,0,0,0,0,0,0,0,0
ENSG00000306211,0,0,3,2,1,0,0,0
ENSG00000306212,0,0,0,0,0,0,0,0
ENSG00000306213,0,0,0,0,0,0,0,0
ENSG00000306214,1,0,0,0,0,0,0,0
ENSG00000306215,0,1,0,0,0,0,0,2
ENSG00000306216,0,0,0,0,1,0,2,0
ENSG00000306217,0,0,0,0,0,0,0,0
ENSG00000306218,0,0,0,0,0,0,0,0
ENSG00000306219,0,0,0,0,0,0,0,0
ENSG00000306220,0,0,0,0,0,0,0,0
ENSG00000306221,0,0,0,0,0,0,0,0
ENSG00000306222,2,0,0,0,0,0,0,0
ENSG00000306223,11,1,0,0,0,1,17,8
ENSG00000306224,4,0,31,20,24,33,2,0
ENSG00000306225,0,0,0,0,0,0,0,0
ENSG00000306226,7,4,1,0,2,1,2,3
ENSG00000306227,1,0,4,2,7,11,12,0
ENSG00000306228,3,3,18,4,0,13,1,1
ENSG00000306229,0,0,0,0,0,0,1,0
ENSG00000306230,0,0,0,0,0,0,0,0
ENSG00000306231,0,0,0,0,0,0,1,1
ENSG00000306232,2,1,7,9,9,8,0,0
ENSG00000306233,6,3,3,4,1,1,21,1
ENSG00000306234,0,0,0,0,0,0,0,0
ENSG00000306236,0,0,0,0,0,0,0,0
ENSG00000306237,0,0,0,0,0,0,0,0
ENSG00000306238,0,0,0,0,0,0,0,0
ENSG00000306239,0,0,0,0,0,0,0,0
ENSG00000306240,0,0,0,0,0,2,0,0
ENSG00000306241,0,2,0,0,1,1,0,0
ENSG00000306242,0,0,0,0,0,0,0,0
ENSG00000306243,0,0,0,0,0,0,0,0
ENSG00000306244,2,1,1,0,0,1,1,0
ENSG00000306245,0,0,0,0,0,0,2,0
ENSG00000306246,0,0,0,0,0,0,0,0
ENSG00000306247,0,0,2,4,6,2,0,0
ENSG00000306248,0,0,0,1,0,0,0,0
ENSG00000306249,1,0,0,0,0,0,0,1
ENSG00000306250,16,2,9,3,11,10,6,4
ENSG00000306251,0,0,0,0,0,0,0,0
ENSG00000306252,1,0,4,1,4,12,3,0
ENSG00000306253,0,0,0,0,2,0,0,0
ENSG00000306254,0,0,0,0,0,0,0,0
ENSG00000306255,0,0,6,4,0,0,0,0
ENSG00000306256,0,0,0,0,0,0,0,0
ENSG00000306257,7,1,3,4,15,1,8,0
ENSG00000306258,0,0,0,0,0,0,0,0
ENSG00000306259,0,0,4,0,1,7,0,0
ENSG00000306260,0,0,0,0,0,0,1,1
ENSG00000306261,5,1,15,17,37,16,5,1
ENSG00000306262,0,0,0,0,0,0,0,0
ENSG00000306263,0,0,0,0,0,0,0,0
ENSG00000306264,0,0,1,0,0,0,0,0
ENSG00000306265,0,0,0,0,0,0,0,0
ENSG00000306266,0,0,0,0,0,0,0,0
ENSG00000306267,0,0,0,0,0,0,0,0
ENSG00000306268,1,0,0,0,0,0,1,0
ENSG00000306269,0,0,0,0,0,0,0,0
ENSG00000306270,0,0,0,0,0,0,0,0
ENSG00000306271,1,1,0,0,0,0,1,0
ENSG00000306272,0,0,0,0,1,4,3,0
ENSG00000306273,0,0,0,0,0,0,0,0
ENSG00000306274,0,0,3,2,1,1,0,0
ENSG00000306275,0,0,0,0,0,0,0,0
ENSG00000306276,0,0,0,0,0,0,0,0
ENSG00000306277,0,0,0,0,0,0,0,0
ENSG00000306278,3,0,0,0,0,0,0,1
ENSG00000306279,1,0,0,0,1,0,0,0
ENSG00000306280,0,1,5,12,19,7,0,0
ENSG00000306281,0,0,0,0,0,0,0,0
ENSG00000306282,2,2,0,0,1,0,1,1
ENSG00000306283,0,0,0,0,0,0,0,0
ENSG00000306284,0,0,0,0,0,0,0,0
ENSG00000306285,0,0,2,6,2,3,0,0
ENSG00000306286,0,0,0,0,0,0,0,0
ENSG00000306287,0,0,1,1,0,0,0,0
ENSG00000306288,1,0,6,11,12,5,0,0
ENSG00000306289,0,0,0,0,0,1,0,0
ENSG00000306290,1,0,1,7,5,7,2,1
ENSG00000306291,0,0,2,6,8,5,1,0
ENSG00000306292,0,0,0,0,0,0,6,0
ENSG00000306293,10,5,5,3,4,4,13,1
ENSG00000306294,0,0,0,0,2,0,0,0
ENSG00000306295,0,1,0,1,0,5,0,0
ENSG00000306296,0,0,0,0,0,0,0,0
ENSG00000306297,2,2,1,1,4,9,7,3
ENSG00000306298,0,0,0,0,0,0,0,0
ENSG00000306299,0,0,0,0,0,0,0,0
ENSG00000306300,2,2,0,0,0,0,0,0
ENSG00000306301,0,0,0,0,0,0,0,0
ENSG00000306302,0,0,0,0,0,0,0,0
ENSG00000306303,0,0,0,0,0,0,0,0
ENSG00000306304,0,0,0,0,0,0,0,0
ENSG00000306305,0,0,0,0,0,0,0,0
ENSG00000306306,2,1,0,1,0,1,5,0
ENSG00000306307,0,0,0,3,1,0,2,0
ENSG00000306308,0,0,0,0,0,0,0,0
ENSG00000306309,0,0,0,0,0,0,0,0
ENSG00000306310,3,0,3,0,0,0,4,0
ENSG00000306311,2,1,2,2,2,4,1,1
ENSG00000306312,1,0,0,0,0,0,1,0
ENSG00000306313,0,0,0,0,0,0,0,0
ENSG00000306314,0,3,115,77,77,157,0,0
ENSG00000306315,17,7,0,0,0,0,26,4
ENSG00000306316,0,0,0,1,0,0,0,0
ENSG00000306317,0,0,0,0,0,0,0,0
ENSG00000306318,0,0,0,0,1,0,0,0
ENSG00000306319,0,0,0,0,0,0,0,0
ENSG00000306320,5,3,9,9,22,12,0,0
ENSG00000306321,0,0,0,2,4,0,0,0
ENSG00000306322,2,0,0,0,0,0,1,0
ENSG00000306323,1,0,0,0,0,0,0,0
ENSG00000306324,0,0,0,0,0,0,0,0
ENSG00000306325,0,0,0,0,0,0,0,0
ENSG00000306326,0,0,0,0,0,0,0,0
ENSG00000306327,1,1,0,0,1,0,0,0
ENSG00000306328,0,0,0,0,0,0,0,0
ENSG00000306329,2,0,0,1,0,0,2,1
ENSG00000306330,21,8,1,3,1,1,18,4
ENSG00000306331,1,3,1,0,1,3,4,1
ENSG00000306332,0,0,0,0,0,0,1,0
ENSG00000306333,0,0,0,0,0,0,0,0
ENSG00000306334,0,0,4,3,1,0,0,0
ENSG00000306335,5,0,16,34,32,11,1,1
ENSG00000306336,2,0,0,0,0,0,3,1
ENSG00000306337,0,0,0,0,0,0,0,0
ENSG00000306338,5,1,11,19,11,13,1,0
ENSG00000306339,17,10,30,63,74,34,9,3
ENSG00000306340,0,0,0,0,0,0,0,0
ENSG00000306341,0,0,0,0,0,1,0,0
ENSG00000306342,0,0,0,0,0,2,0,0
ENSG00000306343,0,0,0,0,0,0,0,0
ENSG00000306344,0,1,1,5,3,2,0,0
ENSG00000306345,0,0,0,0,0,0,0,0
ENSG00000306346,5,1,1,0,0,2,4,2
ENSG00000306347,0,0,0,0,0,0,0,0
ENSG00000306348,0,0,0,0,0,0,0,0
ENSG00000306349,0,0,0,0,0,0,0,0
ENSG00000306350,0,0,2,0,2,0,0,0
ENSG00000306351,1,0,0,0,0,0,0,0
ENSG00000306352,0,0,0,0,0,0,0,0
ENSG00000306353,0,0,0,0,0,0,1,0
ENSG00000306354,1,0,0,0,0,0,0,0
ENSG00000306355,9,2,6,11,34,12,4,0
ENSG00000306356,0,0,0,0,0,0,0,0
ENSG00000306357,0,0,0,0,0,0,0,0
ENSG00000306358,1,0,0,0,0,0,0,0
ENSG00000306359,0,0,2,1,1,1,0,0
ENSG00000306360,0,0,0,0,0,0,0,0
ENSG00000306361,0,0,0,0,0,0,0,0
ENSG00000306362,0,0,0,0,0,0,0,0
ENSG00000306363,0,0,3,1,1,0,0,0
ENSG00000306364,1,0,0,0,0,0,0,0
ENSG00000306365,0,0,10,7,15,9,0,0
ENSG00000306366,9,2,11,4,12,8,6,1
ENSG00000306367,2,1,0,0,0,0,2,0
ENSG00000306368,0,0,0,0,0,0,0,0
ENSG00000306369,3,0,0,0,0,0,5,1
ENSG00000306370,0,0,7,0,0,0,0,0
ENSG00000306371,0,0,0,3,2,3,0,0
ENSG00000306372,1,0,2,0,1,2,0,0
ENSG00000306373,0,0,0,0,0,0,0,0
ENSG00000306374,0,0,0,0,0,0,0,0
ENSG00000306375,4,3,0,0,1,1,1,0
ENSG00000306376,0,0,0,0,0,0,0,0
ENSG00000306377,0,0,0,0,0,0,0,0
ENSG00000306378,0,0,0,0,0,0,0,0
ENSG00000306379,0,0,0,0,0,0,0,0
ENSG00000306380,0,0,0,0,0,0,0,0
ENSG00000306381,0,0,0,0,0,0,0,0
ENSG00000306382,0,0,12,9,6,14,0,0
ENSG00000306383,0,0,1,0,0,0,0,0
ENSG00000306384,0,0,1,6,12,7,0,0
ENSG00000306385,0,0,0,0,0,0,0,0
ENSG00000306386,0,0,0,0,0,0,0,0
ENSG00000306387,0,0,0,0,0,0,0,0
ENSG00000306388,0,0,0,0,0,0,0,0
ENSG00000306389,0,0,0,0,0,0,0,0
ENSG00000306390,0,0,0,0,0,0,0,0
ENSG00000306391,0,0,0,0,0,0,0,0
ENSG00000306392,0,0,0,1,0,0,0,0
ENSG00000306393,0,0,0,0,0,0,0,0
ENSG00000306394,0,0,0,0,0,0,0,0
ENSG00000306395,0,0,0,0,0,0,0,0
ENSG00000306396,17,2,26,28,32,50,13,4
ENSG00000306397,1,1,0,0,0,0,0,0
ENSG00000306398,0,0,0,0,0,0,0,0
ENSG00000306399,1,0,0,0,0,0,0,1
ENSG00000306400,3,1,2,5,15,3,2,0
ENSG00000306401,0,0,0,0,0,0,0,0
ENSG00000306402,13,4,72,96,96,107,18,8
ENSG00000306403,0,0,0,0,0,0,0,1
ENSG00000306404,0,0,0,0,0,0,0,0
ENSG00000306405,0,0,0,0,0,0,0,0
ENSG00000306406,0,0,1,2,2,6,2,1
ENSG00000306407,1,0,0,0,0,0,0,0
ENSG00000306408,0,0,0,0,0,0,0,0
ENSG00000306409,0,0,0,0,0,0,0,0
ENSG00000306410,0,0,0,0,0,0,0,0
ENSG00000306411,1,1,0,0,0,0,0,0
ENSG00000306412,1,0,0,2,5,0,0,0
ENSG00000306413,3,0,0,0,3,0,1,0
ENSG00000306414,5,3,3,2,3,2,3,0
ENSG00000306415,1,0,0,0,0,0,0,0
ENSG00000306416,3,1,0,0,0,0,1,1
ENSG00000306417,0,0,0,0,0,0,0,0
ENSG00000306418,0,0,0,0,0,0,0,0
ENSG00000306419,0,0,0,0,0,0,0,0
ENSG00000306420,0,0,0,4,0,0,0,0
ENSG00000306421,0,0,0,0,0,1,0,0
ENSG00000306422,0,0,0,0,0,0,1,0
ENSG00000306423,0,0,0,0,0,0,0,0
ENSG00000306424,0,0,0,0,3,1,0,0
ENSG00000306425,0,0,0,0,0,0,0,0
ENSG00000306426,5,2,20,25,33,23,9,4
ENSG00000306427,0,0,0,2,1,4,0,0
ENSG00000306428,0,0,0,0,0,0,0,0
ENSG00000306429,3,0,0,0,0,0,0,1
ENSG00000306430,3,2,1,0,0,1,0,1
ENSG00000306431,0,0,4,13,16,9,0,0
ENSG00000306432,0,0,0,1,1,0,0,0
ENSG00000306433,0,0,1,1,0,1,0,0
ENSG00000306434,0,0,0,0,1,0,0,0
ENSG00000306435,0,0,0,0,0,0,0,0
ENSG00000306436,6,1,17,69,80,40,2,2
ENSG00000306437,0,0,0,0,0,0,0,0
ENSG00000306438,0,0,0,0,0,0,0,0
ENSG00000306439,1,0,7,0,0,3,1,0
ENSG00000306440,0,0,0,0,0,1,0,0
ENSG00000306441,0,0,4,0,0,0,0,0
ENSG00000306442,40,15,0,0,0,0,39,12
ENSG00000306443,0,0,9,4,8,6,0,0
ENSG00000306444,14,5,0,0,0,0,17,9
ENSG00000306445,0,0,0,0,1,0,0,0
ENSG00000306446,0,0,0,0,0,0,0,0
ENSG00000306447,0,0,0,0,0,0,0,0
ENSG00000306448,0,0,0,0,0,0,0,0
ENSG00000306450,0,0,1,4,1,0,0,0
ENSG00000306451,0,0,0,0,0,0,0,0
ENSG00000306452,0,0,1,0,1,0,0,0
ENSG00000306453,0,0,0,1,0,0,0,0
ENSG00000306454,0,0,0,0,0,0,0,0
ENSG00000306455,5,2,14,16,34,13,2,1
ENSG00000306456,2,3,8,13,17,8,6,1
ENSG00000306457,2,2,18,9,9,18,6,4
ENSG00000306458,5,2,18,27,29,12,0,0
ENSG00000306459,0,0,0,0,0,0,0,0
ENSG00000306460,0,0,0,0,0,0,0,0
ENSG00000306461,0,0,0,0,0,0,0,1
ENSG00000306462,0,1,0,0,2,0,0,0
ENSG00000306463,0,0,0,1,0,1,0,1
ENSG00000306464,2,2,0,0,0,0,1,0
ENSG00000306465,4,0,0,0,0,0,1,0
ENSG00000306466,0,0,0,0,0,0,0,0
ENSG00000306467,7,1,0,0,0,0,3,2
ENSG00000306468,3,1,27,63,59,11,3,0
ENSG00000306469,3,0,0,0,0,0,0,0
ENSG00000306470,0,0,0,0,0,0,0,0
ENSG00000306471,7,2,4,16,18,4,3,3
ENSG00000306472,0,0,0,0,0,0,0,0
ENSG00000306473,0,0,0,0,0,0,0,0
ENSG00000306474,4,1,144,141,212,154,2,1
ENSG00000306475,0,0,11,1,0,8,5,0
ENSG00000306476,3,1,2,5,1,3,1,0
ENSG00000306477,0,0,0,0,0,0,0,0
ENSG00000306478,0,0,0,0,0,0,0,0
ENSG00000306479,1,0,2,6,1,1,0,0
ENSG00000306480,37,10,0,0,0,0,33,10
ENSG00000306481,1,1,2,2,3,6,4,1
ENSG00000306482,0,0,3,8,3,7,1,0
ENSG00000306483,0,0,0,0,0,0,0,0
ENSG00000306484,0,0,0,0,0,0,0,0
ENSG00000306485,0,0,0,0,0,0,0,0
ENSG00000306486,1,1,1,3,2,2,0,0
ENSG00000306487,1,0,0,0,0,0,0,0
ENSG00000306488,0,0,0,0,0,0,0,0
ENSG00000306489,0,0,1,0,5,1,0,0
ENSG00000306490,0,1,0,0,0,1,0,1
ENSG00000306491,0,0,0,0,0,0,0,0
ENSG00000306492,0,0,0,0,2,0,0,0
ENSG00000306493,0,0,0,7,9,3,0,0
ENSG00000306494,0,0,0,0,0,0,0,0
ENSG00000306495,1,1,0,0,0,0,0,0
ENSG00000306496,1,1,0,2,1,6,2,0
ENSG00000306497,0,0,0,0,0,0,0,0
ENSG00000306498,4,0,2,3,2,0,2,0
ENSG00000306499,0,0,0,0,0,0,0,0
ENSG00000306500,2,1,4,2,4,1,1,1
ENSG00000306501,0,0,0,1,0,0,0,0
ENSG00000306502,0,0,0,0,0,0,0,0
ENSG00000306503,0,0,7,12,7,6,0,0
ENSG00000306504,0,0,0,0,0,1,1,0
ENSG00000306505,0,0,1,0,0,0,0,0
ENSG00000306506,0,0,0,0,1,0,0,0
ENSG00000306507,1,0,0,0,0,0,0,0
ENSG00000306508,0,0,1,0,1,0,0,0
ENSG00000306509,0,0,0,0,0,0,0,0
ENSG00000306510,0,0,0,4,3,2,0,0
ENSG00000306511,0,0,0,0,0,0,0,0
ENSG00000306512,0,0,0,0,0,0,2,0
ENSG00000306513,0,0,0,0,0,0,0,0
ENSG00000306514,16,8,25,65,51,32,12,3
ENSG00000306515,3,2,6,7,6,5,1,1
ENSG00000306516,7,0,0,0,0,0,4,1
ENSG00000306517,1,1,0,0,0,4,6,0
ENSG00000306518,1,0,0,0,0,0,2,1
ENSG00000306519,0,0,0,0,0,0,0,0
ENSG00000306520,1,1,5,7,14,0,0,0
ENSG00000306521,0,0,0,0,0,0,1,0
ENSG00000306522,0,0,0,0,0,0,0,0
ENSG00000306523,0,0,0,0,0,0,0,0
ENSG00000306524,0,0,0,0,0,0,0,0
ENSG00000306525,0,1,0,0,0,0,1,0
ENSG00000306526,0,0,0,0,0,0,0,0
ENSG00000306527,0,0,0,0,2,0,0,0
ENSG00000306528,0,0,0,0,0,0,0,0
ENSG00000306529,0,0,0,0,0,0,0,0
ENSG00000306530,0,0,4,2,4,0,0,0
ENSG00000306531,0,0,0,0,1,0,0,0
ENSG00000306532,0,0,0,0,0,0,0,0
ENSG00000306533,6,4,6,1,5,5,2,1
ENSG00000306534,1,0,2,0,1,2,1,1
ENSG00000306535,0,0,0,0,0,0,0,0
ENSG00000306536,0,0,0,0,0,0,0,0
ENSG00000306537,0,0,0,0,0,0,0,0
ENSG00000306538,1,2,2,2,1,7,2,0
ENSG00000306539,2,0,0,0,1,0,0,0
ENSG00000306540,0,0,0,0,0,0,0,0
ENSG00000306541,0,0,3,0,0,0,0,0
ENSG00000306542,0,0,0,0,0,0,0,0
ENSG00000306543,0,0,1,2,5,7,0,0
ENSG00000306544,0,0,0,0,0,1,0,1
ENSG00000306545,0,0,0,0,0,0,0,0
ENSG00000306546,0,0,0,0,0,0,0,0
ENSG00000306547,0,0,0,0,1,0,0,0
ENSG00000306548,0,0,0,1,0,0,0,2
ENSG00000306549,0,0,0,0,0,0,0,0
ENSG00000306550,0,0,0,0,0,0,0,0
ENSG00000306551,0,0,0,0,0,0,0,0
ENSG00000306552,0,0,0,1,0,0,0,0
ENSG00000306553,0,0,0,0,0,0,0,0
ENSG00000306554,1,1,0,0,0,0,0,0
ENSG00000306555,0,0,0,0,0,0,0,0
ENSG00000306556,0,0,0,0,0,0,0,0
ENSG00000306557,17,5,1,12,7,8,5,9
ENSG00000306558,1,0,0,1,1,1,0,1
ENSG00000306559,0,0,0,3,1,0,2,1
ENSG00000306560,0,0,0,0,0,0,0,0
ENSG00000306561,0,0,0,0,0,0,0,0
ENSG00000306562,0,0,0,0,0,0,0,0
ENSG00000306563,0,0,0,0,0,0,0,0
ENSG00000306564,0,0,0,2,1,1,0,0
ENSG00000306565,0,0,0,0,0,0,0,0
ENSG00000306566,0,0,0,0,0,0,0,0
ENSG00000306567,0,0,0,0,0,0,0,0
ENSG00000306568,0,0,0,0,0,0,0,0
ENSG00000306569,3,1,0,0,0,0,0,1
ENSG00000306570,0,0,0,0,0,0,0,0
ENSG00000306571,0,0,0,0,0,0,0,0
ENSG00000306572,0,0,0,0,1,0,0,0
ENSG00000306573,16,6,1,4,2,7,6,5
ENSG00000306574,0,0,0,1,1,0,0,0
ENSG00000306575,0,0,0,0,0,0,0,0
ENSG00000306576,0,0,0,0,0,0,0,0
ENSG00000306577,0,0,0,0,0,0,0,0
ENSG00000306578,0,0,0,0,0,0,0,0
ENSG00000306579,9,4,0,1,0,0,2,2
ENSG00000306580,0,0,0,0,0,1,0,0
ENSG00000306581,0,0,0,0,0,0,0,0
ENSG00000306582,0,0,0,0,0,0,0,1
ENSG00000306583,2,0,24,44,67,25,0,0
ENSG00000306584,0,0,0,0,0,0,0,0
ENSG00000306585,0,0,0,0,0,0,0,0
ENSG00000306586,0,0,0,2,0,0,0,0
ENSG00000306587,0,0,0,0,0,0,0,0
ENSG00000306588,0,0,0,0,0,0,1,1
ENSG00000306589,3,2,3,2,3,3,3,0
ENSG00000306590,2,0,0,0,0,0,0,0
ENSG00000306591,0,0,0,0,0,0,0,0
ENSG00000306592,0,0,0,0,3,0,0,0
ENSG00000306593,9,3,0,0,0,0,9,4
ENSG00000306594,0,0,0,0,0,0,0,0
ENSG00000306595,0,0,0,0,0,0,0,0
ENSG00000306596,0,0,0,0,0,0,0,0
ENSG00000306597,0,0,0,1,0,0,0,0
ENSG00000306598,0,0,0,0,0,0,0,0
ENSG00000306599,0,0,0,1,0,0,0,0
ENSG00000306600,14,3,49,112,116,72,8,2
ENSG00000306601,1,1,0,0,0,0,0,0
ENSG00000306602,2,0,4,0,4,12,3,1
ENSG00000306603,0,0,0,0,0,0,0,0
ENSG00000306604,0,0,0,0,0,0,0,0
ENSG00000306605,0,0,0,0,0,0,3,0
ENSG00000306606,1,0,3,0,0,3,0,0
ENSG00000306607,1,0,0,0,0,0,0,0
ENSG00000306608,0,0,0,0,0,0,0,0
ENSG00000306609,3,0,0,1,0,0,2,0
ENSG00000306610,9,2,4,11,7,4,7,1
ENSG00000306611,8,9,6,8,9,11,1,2
ENSG00000306612,0,0,0,0,0,0,0,0
ENSG00000306613,2,1,1,15,22,4,3,1
ENSG00000306614,0,0,0,0,0,1,0,0
ENSG00000306615,0,0,0,0,0,0,0,0
ENSG00000306616,0,0,0,0,0,0,0,0
ENSG00000306617,0,0,0,0,0,0,0,0
ENSG00000306618,0,0,0,0,0,0,0,0
ENSG00000306619,1,0,0,0,0,0,0,0
ENSG00000306620,0,0,0,0,0,0,0,0
ENSG00000306621,0,0,0,0,0,0,0,0
ENSG00000306622,0,0,0,0,0,0,0,0
ENSG00000306623,0,0,0,0,0,0,0,0
ENSG00000306624,0,0,4,1,0,8,0,0
ENSG00000306625,0,0,6,29,22,16,1,0
ENSG00000306626,0,0,0,0,0,1,0,0
ENSG00000306627,0,0,0,0,0,0,0,0
ENSG00000306628,0,0,0,0,0,0,0,0
ENSG00000306629,0,0,0,0,0,0,1,0
ENSG00000306630,0,0,1,0,0,3,0,0
ENSG00000306631,0,0,0,0,0,0,0,0
ENSG00000306632,0,0,0,0,0,0,0,0
ENSG00000306633,0,0,1,3,2,1,0,0
ENSG00000306634,8,1,0,0,0,0,20,6
ENSG00000306635,16,12,0,2,1,0,4,4
ENSG00000306636,2,1,0,0,0,0,1,0
ENSG00000306637,2,1,18,17,12,26,0,0
ENSG00000306638,0,0,0,0,0,0,0,0
ENSG00000306639,0,0,0,0,0,0,0,0
ENSG00000306640,0,0,0,0,0,0,0,0
ENSG00000306641,0,0,0,0,0,0,0,0
ENSG00000306642,0,0,0,0,0,0,0,0
ENSG00000306643,0,0,0,0,0,0,0,0
ENSG00000306644,0,0,0,0,0,2,0,0
ENSG00000306645,0,0,0,0,0,0,0,0
ENSG00000306646,6,4,0,0,0,0,9,5
ENSG00000306647,0,0,0,0,0,0,0,0
ENSG00000306648,0,0,0,1,0,1,0,0
ENSG00000306649,0,0,0,0,0,0,1,0
ENSG00000306650,0,0,0,0,0,0,0,1
ENSG00000306651,0,0,0,0,0,0,0,0
ENSG00000306652,0,0,0,0,0,0,1,0
ENSG00000306653,0,0,0,0,0,0,0,0
ENSG00000306654,0,0,0,0,0,0,0,0
ENSG00000306655,0,0,0,0,0,0,0,0
ENSG00000306656,0,0,0,0,1,0,0,0
ENSG00000306657,0,0,0,0,0,0,0,0
ENSG00000306658,0,0,0,0,0,0,0,0
ENSG00000306659,0,0,0,0,0,0,0,0
ENSG00000306660,0,0,1,0,5,1,0,0
ENSG00000306661,0,0,0,0,0,0,0,0
ENSG00000306662,2,0,0,0,0,0,0,0
ENSG00000306663,0,0,1,6,8,3,1,0
ENSG00000306664,0,2,8,4,6,10,3,0
ENSG00000306665,0,0,0,0,0,0,0,0
ENSG00000306666,2,1,0,1,0,0,2,0
ENSG00000306667,0,0,0,0,1,0,1,0
ENSG00000306668,0,0,0,0,0,0,0,0
ENSG00000306669,1,0,2,1,1,0,0,0
ENSG00000306670,0,0,0,0,0,0,0,0
ENSG00000306671,0,0,0,0,0,0,0,0
ENSG00000306672,5,1,0,3,7,8,3,0
ENSG00000306673,0,0,3,2,0,0,0,0
ENSG00000306674,2,1,10,4,8,11,0,1
ENSG00000306675,0,0,0,0,0,0,0,0
ENSG00000306676,0,0,0,0,0,0,0,0
ENSG00000306677,1,0,0,0,0,0,0,0
ENSG00000306678,2,1,7,4,4,8,2,1
ENSG00000306679,0,0,0,0,0,0,0,0
ENSG00000306680,0,0,0,7,15,2,0,0
ENSG00000306681,0,0,1,0,1,0,1,1
ENSG00000306682,0,0,0,0,0,0,0,0
ENSG00000306683,16,2,0,1,1,0,1,1
ENSG00000306684,0,0,0,0,0,0,0,0
ENSG00000306685,13,7,31,53,64,41,10,9
ENSG00000306686,3,2,34,44,49,26,2,1
ENSG00000306688,0,0,0,0,0,0,0,0
ENSG00000306689,0,0,0,0,0,0,0,0
ENSG00000306690,0,0,0,0,0,0,0,0
ENSG00000306691,0,0,0,0,0,0,0,0
ENSG00000306692,0,0,0,2,0,0,0,0
ENSG00000306693,2,2,0,2,1,0,0,0
ENSG00000306694,1,0,9,6,2,7,0,0
ENSG00000306695,0,0,0,0,0,0,0,0
ENSG00000306696,0,0,0,0,0,0,0,0
ENSG00000306697,0,0,0,4,2,0,0,0
ENSG00000306698,0,0,0,0,0,0,0,0
ENSG00000306699,0,0,0,0,0,0,0,0
ENSG00000306700,0,0,0,0,0,3,0,0
ENSG00000306701,0,0,0,0,0,0,0,1
ENSG00000306702,0,1,13,3,4,14,2,1
